"","job_title","job_location","company_name","job_description","city"
"504","Investigations Team Lead","Clonskeagh, County Dublin","Fiserv, Inc.","A minimum of 2 years’ experience managing team of support analysts. They also ensure that our data remains secure through their work in cyber-security.","Dublin"
"505","Accounts Payable Manager","Dublin","Wallace Myers International","Work closely with Master-data. Approval for Vendor master data. My client a leading FMCG and distribution company are looking to recruit a strong Accounts…","Dublin"
"506","Digital Sales Representative - Netherlands - Top Unmanaged SMB","Dublin","Microsoft","This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…","Dublin"
"507","Digital Sales Representative - Sweden - Top Unmanaged SMB","Dublin","Microsoft","This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…","Dublin"
"508","Snr. Software Engineer Assignment Service","Galway","Genesys","You have worked with and understand SQL, NoSQL, or Key-Value data storage technologies. With a strong track record of innovation and a never-ending desire to be…","Dublin"
"509","Manager, Business Process","Dublin","PayPal","Utilize data and analytics to define processes gaps, product improvements and policy changes needed to reduce complaints across the PayPal organization.","Dublin"
"510","Commercial Accountant","Dublin","Walters People","Drive continious improvement within reporting cycles, embedding efficiency, accuracy and data integrity through all processes.","Dublin"
"511","Cyber Security Managers & Associate Directors – Dublin","Dublin","Red Tree Recruitment","Cyber Security/Information Security Managers, Associate Directors. On behalf of our client we are looking to recruit a number of experienced Cyber Security…","Dublin"
"512","Forensic Investigations Accountant","Dublin","Red Tree Recruitment","Due to unprecedented growth, we are currently working on behalf of our client to recruit a number of Forensics Accountants. Help with Proposal for Tenders.","Dublin"
"513","Senior Product Manager, Digital Solutions","Dublin","Realex Payments","Product management experience with data management and/ or data visualisation tools would be beneficial. At Global Payments we support businesses across the…","Dublin"
"514","AR Analyst German or Dutch","Cork","Purcell O' Leary","Prepare & present Quarterly Credit Committee data for Global Treasury and Affiliates CFO’s. Purcelloleary Recruitment have been assigned to recruit for an AR…","Dublin"
"515","HR Project & Knowledge Management Analyst","Cork","Logitech","This is the role for someone with a strong HR operations background which combines an understanding of data processes with a real appreciation of generalist HR.","Dublin"
"516","Trust and Safety EMEA Quality Manager","Dublin","Bytedance","Strong communication and data analysis skills. Grow the local content moderation quality teams and oversee their management.","Dublin"
"517","Software Engineer II, Ministry of Users","Dublin","Toast","Toast stores data in a set of sharded Postgres databases and utilizes Apache Spark for large scale data workloads including query and batch processing.","Dublin"
"518","IT Project Planning & Delivery Graduate Programme 2021","Dublin","Ryanair","We are pleased to announce that we are now accepting applications for our IT Project Planning & Delivery Programme starting in September 2021.","Dublin"
"519","Data Engineer - AI","Dublin","Shutterstock","Knowledge of emerging data integration technologies. In this role you will be bringing modern data technologies and practices to enable our talented team of…","Dublin"
"520","Forensic Accountant","Dublin","Red Tree Recruitment","Due to unprecedented growth, we are currently working on behalf of our client to recruit a number of Forensics Accountants. Help with Proposal for Tenders.","Dublin"
"521","Financial Planning Analyst","Galway","Collins McNicholas","Summarise financial data into high quality, accurate and usable summaries. Financial Planning Analyst required with 3 years plus experience in a financial…","Dublin"
"522","Data Analyst","Dublin","Unijobs","Collecting, interpreting, and analysing data. Creating a more efficient data collection and analysis process. The HSE Communications Division is responsible for…","Dublin"
"523","Blockchain Consultant / Senior Producer","Remote","Smith + Crown","3 - 5+ years of experience in a consulting role, ideally management consulting, with client-facing responsibilities and experience managing analysts.","Dublin"
"524","Senior Business Analyst","Dublin","Manpower","Experience of system interfacing and the ability to work and design data sources for reporting highly desired. Excellent facilitation and communication skills.","Dublin"
"525","Senior Business Analyst","Dublin","Bloomberg","Participation in the strategic development of the BDMS core data model. Working with internal and external clients, product development and client services…","Dublin"
"526","Privacy Consultant [Client Facing/Advisory]","Dublin","Red Tree Recruitment","Leading data protection assignments to include; The role will involve; Data Protection assessments, audits & gap analysis, large privacy transformation projects…","Dublin"
"527","Software Quality Engineer","Dublin","Fidelity Investments","Defining test data requirements to support sprint testing. We are seeking a Software Quality Engineer to work within a team of engineers to develop high quality…","Dublin"
"528","Security AI - Analytics Lead","Dublin","Accenture","We have data science teams in Dublin, Spain, China and India who are performing cutting-edge data science experiments and development using the latest…","Dublin"
"529","Temp – Supply Logistics Planning Analyst","Limerick","Regeneron","Executes and designs data analytics that impact overall supply chain. Summary: Functions as part of Supply Chain Logistics and is responsible for IOPS resources…","Dublin"
"530","Business Risk – Manager/Assistant Manager","Dublin","Red Tree Recruitment","Business Risk- Manager/Assistant Manager. Due to continued growth and on behalf of our clients we are now looking to recruit an experienced business risk…","Dublin"
"531","Enterprise Account Executive - Polish market","Dublin","Salesforce","Engages with prospect organizations to position salesforce solutions through strategic value based selling, business case definition, ROI analysis, references…","Dublin"
"532","Workforce Manager","Cork","Amazon Ireland Sup Svcs Ltd","Coordinate with Operations, Capacity Planning, Forecasting and Finance teams to analyse historical data and forecast demand.","Dublin"
"533","Digital Marketing Strategist, Customer Success Acceleration (French)","Dublin","Google","Experience in data analysis and reporting. Analyze data and trends in order to create meaningful insights for customers.","Dublin"
"534","Senior Cyber Incident Response Manager","Dublin","Integrity360","Logical thought mindset and experience developing reusable processes / data architectures. Integrity360 is the largest specialist IT security consultancy in the…","Dublin"
"535","Senior Product Marketing Manager","Dublin","LogMeIn","You will be proficient in drawing insights and creating actionable outcomes from performance data, market research, industry analysis and customer feedback.","Dublin"
"536","eDiscovery Specialist [Lead]","Dublin","Red Tree Recruitment","Manipulating large volumes of unstructured data. Forensically capturing data [navigating Digital systems & files.]. Ability to work to tight deadlines.","Dublin"
"537","Senior Consultant/ Architect in the Infrastructure & Endpoint Security","Dublin","IBM","Named by industry analysts as a leader in 12 security market segment categories, IBM Security is a multi-billion dollar business that is rapidly growing.","Dublin"
"538","Product Manager, Growth - Plans, Payment & Checkout","Dublin","SurveyMonkey","You are hands-on and enjoy investigating the data yourself. Ideally experience with SQL, Google Analytics/Event Tracking or other data tools.","Dublin"
"539","Supplier Project Analyst (P2P)","Cork","Life Science Recruitment","The project analyst is responsible for project documentation and monitoring and plays an important role in both internal and external communication.","Dublin"
"540","Staff Software Engineer, Identity","Dublin","Toast","Toast stores data in a set of sharded Postgres databases and utilizes Apache Spark for large scale data workloads including query and batch processing.","Dublin"
"541","Quality Analyst-Dublin hub-German","Dublin","Bytedance","Conduct root cause data analysis and summary. Conduct quality assessment work by ensuring and evaluating the quality delivery of the content reviewed in…","Dublin"
"542","Technical Analyst","County Mayo","Kelly Services","Carry out data calculations and basic statistics. Kelly Services are recruiting for a fantastic opportunity for a Technical Analyst for our Pharmaceutical…","Dublin"
"543","Agency Development Manager, Customer Solutions (German)","Dublin","Google","Build compelling, data-driven long term agency plans leveraging market insights and research. Our teams of strategists, analysts, advisers and support…","Dublin"
"544","Model Optimization Specialist (German)","Dublin","Bytedance","Experience in ads/content safety or quality analyst related experiences is a plus; Deliver routine tasks such as labelling advertisement data to standardize and…","Dublin"
"545","Agency Development Manager, Google Customer Solutions (English, Dutch)","Dublin","Google","Build compelling, data-driven long-term agency plans leveraging market insights and research. Our teams of strategists, analysts, advisers and support…","Dublin"
"546","DevOps Engineer - VP","Dublin","Citi","Experience with test data migration. Familiarity with data persistence technologies SQL (Oracle). The Engineering Lead Analyst will be a Devops SME for Test…","Dublin"
"547","Business Account Manager- FMCG","Dublin","Amicus Recruitment","Strong data analytics capability, to actively identify business opportunities. You will work within dynamic multi-functional customer teams which include…","Dublin"
"548","Software Test Analyst","Limerick","PBRecruitment Ltd.","Experience in designing and building test environments including synthetic data generation. Our client is a rapidly expanding USA FinTech software company in…","Dublin"
"549","Senior .Net Developer","Dublin","Compass Informatics","You will work in an innovative environment with fellow developers, data analysts, business analysts, and really good and valued clients.","Dublin"
"550","Quality Control Supervisor","Waterford","Matrix Recruitment Group","Leading a team of lab analysts. We collect your data for recruitment purposes only and will retain it for the duration required as outlined in our privacy…","Dublin"
"551","Order to Cash Accounts Receivable Analyst- Dutch","Cork","Morgan McKinley","Prepare & present Quarterly Credit Committee data for Global Treasury and Affiliates CFO's. Order to Cash - Account Receivable Analyst - Dutch.","Dublin"
"552","Quality Control Supervisor","Waterford","Morgan McKinley","Support the S&M department in advancing new products and services to market, developing and validating technical data sheets, answering queries and training.","Dublin"
"553","Cyber Security/Governance Professionals [3+yrs Cyber experience]","Dublin","Red Tree Recruitment","ISO 27001 Certification – protection of privacy, integrity, and accessibility of data information in the Cyberspace. Information Security Governance to include;","Dublin"
"554","Supply Chain Sr. Business Analyst - IT","Cork","Logitech","We are hiring a highly experienced Oracle EBS Supply Chain Sr. Business Analyst (10+ years experience) to join our team. In this role you will:","Dublin"
"555","Information/Cyber Security Consultants","Dublin","Red Tree Recruitment","ISO 27001 Certification – protection of privacy, integrity, and accessibility of data information in the Cyberspace. Information Security Governance to include;","Dublin"
"556","Head of Digital for Operations","Carrigtwohill, County Cork","Merck KGaA","Support the building of overall organisational capability and engagement in digitalisation of operations and the application of data analytics to drive business…","Dublin"
"557","ERP Procurement Implementation Lead","Dublin","Morgan McKinley","And verification of uploaded data. Manage data cleansing, mapping and preparation of data (from legacy systems) for migration to ERP.","Dublin"
"558","Risk and Compliance Analyst","Limerick","FundRock","Department: Fund Risk and Compliance. Reporting to: Fund Risk and Compliance Managers. Contract type: Permanent, Full-time. (RBSL), was established in 2004.","Dublin"
"559","SAP Quality Assurance Project Lead","Dublin","Alexion Pharmaceuticals,Inc.","Minimum 7 years’ experience as SAP analyst/management within a Global Organization or tier-1 consulting firm – Life Sciences experience is a plus.","Dublin"
"560","Project Manager","South Dublin, County Dublin","Morgan McKinley","Strong analytical skills and ability to guide data analysts to conduct the right set of analyses to uncover new insights.","Dublin"
"561","Senior Software Engineer","Dublin","Intercom","You'll be part of one of our multidisciplinary product teams, where you will build both back-end and front-end systems, and work closely with designers, product…","Dublin"
"562","Scientist","Waterford","Eurofins Central Laboratory","Responsible for signing out customer work from the analysts. Able to perform moderately complex and complex laboratory activities including method development,…","Dublin"
"563","Salesforce Developers","Carlow","Methodius IT Recruitment","My client is looking for a Software Developer who will be responsible for the building and configuration of software solutions.","Dublin"
"564","Commercial Accountant","Dublin","Abrivia","Deliver clear and concise results from data analysis to provide key insights on company’s performance. JOB TITLE: Commercial Accountant / Financial Accountant.","Dublin"
"565","Salesforce Project Manager","Cork","Logitech","The Salesforce Project Manager will work as part of the IT Digital Platforms CRM team to manage global, cross-functional projects related to Salesforce and…","Dublin"
"566","Immunoassay Supervisor","Ballina, County Mayo","Charles River Laboratories","Scheduling daily tasks to analyst, ensuring appropriate workload is not exceeded. Responsible for providing feedback on performance to analysts working on…","Dublin"
"567","Senior QC - NPI","Dublin","Thor Companies","LIMS data coordination of non-core (NPI) activities. Thor Life Sciences is a specialist Search & Selection agency that focuses its efforts on sourcing the very…","Dublin"
"568","Third-Party Risk Analyst","Cork","Life Science Recruitment","Strong technical and data analytical skills. A Third-Party Risk Analyst is required to join a leading global pharmaceutical business based in Cork.","Dublin"
"569","IT Business Lead (Sales)","Cork","Johnson Controls","Enable effective practices in data governance, business intelligence, and data analytics. The IT Business Lead for the Enterprise Sales and Digital Solutions…","Dublin"
"570","Sr Manager, Solution Delivery Lead - Digital Quality","Dublin","Pfizer","We are leading the way in adopting new data, modelling and automated solutions to further digitize and accelerate drug discovery and development with the aim of…","Dublin"
"571","Senior BDD Test Engineer – Dublin","Dublin","Hartley People","Update project related data as required in applicable systems and. Hartley People are currently looking for an experienced Senior Test Engineer to join our…","Dublin"
"572","Senior SAP BW on HANA Analyst","Cork","Morgan McKinley","Designing, developing and governing data load processes and procedures. Ability to deliver on recovery, restoration and assurance of data integrity in a timely…","Dublin"
"573","Scientist Method Development & Validation","Waterford","Eurofins Central Laboratory","Responsible for data and documentation review as assigned by management to include test raw data, equipment qualification reports, log book and any other…","Dublin"
"574","Sr. Oracle ERP Cloud Analyst","Dublin","J2 Cloud Services","Must have experience with the different data conversion/integration methods into Oracle ERP Cloud (FBDI/FBDL, HDL, ADFDi). This is a hands-on technical role.","Dublin"
"575","Demand Planner","Cork","Morgan McKinley","Utilize alternative methods such as market models, life cycle profiles, and data substitution to generate scenarios testing sensitivity to an array of…","Dublin"
"576","Senior Product Manager","Galway","SmartBear","Understanding of data and process governance. Serve as a representative for your products in marketing and sales efforts as well as external, analyst and press…","Dublin"
"577","Accounts Receivable Analyst - German speaking","County Cork","A+F Recruitment Ltd","Prepare & present Quarterly Credit Committee data for Global Treasury and Affiliates CFO’s. Our client, based in Cork, are a leading player in the medical field…","Dublin"
"578","Head of Architecture","Dublin","Eurofins Central Laboratory","The LIMS is fully built in-house by Eurofins teams of analysts, developers and engineers. As a Head of Architecture, your scope will be to manage a team of 20…","Dublin"
"579","Senior Product Manager -Technical (Business Analyst)","Dublin","MasterCard","Work closely with Tech Architects, Tech Leads and Product Owners identifying data and functional requirements in the design of new/enhanced systems.","Dublin"
"580","Content Review Associate - French","Dublin","Accenture","Computer savvy, Technologically capable – especially web browsers, and data entry skills. Ability to manage a team of multi-cultural analysts in a fast-paced…","Dublin"
"581","Senior Systems Analyst","Dublin","GCS Recruitment Ireland","Experience with collating and analyzing data and extracting information from data. Analysis of kpi's and reports to explain underlying data and trends and…","Dublin"
"582","Microsoft CRM Solution Design Lead – Dublin","Dublin","Hartley People","Hartley People are currently looking for an experienced Microsoft CRM Solution Design Lead to join our Client’s team based in Dublin.","Dublin"
"583","Lead Product Designer, Growth","Dublin","SurveyMonkey","Be data-driven - whether it's analyzing qualitative data to uncover insights or creating variations of a design for A/B testing. Who we are and what we do.","Dublin"
"584","Manager/Senior Manager – Forensic Technology","Dublin","Red Tree Recruitment","Manager/Senior Manager Forensic Technology. We have been engaged to recruit a Manager/Senior Manager Forensic Technology for our client.","Dublin"
"585","QC Supervisor","County Westmeath","Thornshaw Scientific Recruitment","Management of a team of analysts. Reviewing data for technical quality and compliance to protocols, methods and SOPs. Posted date 04 November 2020.","Dublin"
"586","Marketing Cloud Account Executive - Emerging Markets","Dublin","Salesforce","Engage with prospect organisations to position salesforce solutions through strategic value based selling, business case definition, ROI analysis, references…","Dublin"
"587","Senior Reinsurance Accountant","Dublin","Sanderson Recruitment Plc","Oversee and direct the accounting support work performed by financial data analysts. Global Reinsurer have a new permanent opportunity available for a Senior…","Dublin"
"588","Senior Instrumentation Technician – Dublin","Dublin","Hartley People","Reading data sheets of instruments for ranges and tolerances. We are currently looking for an experienced Senior Instrumentation Technician to join our Client’s…","Dublin"
"589","Head of Architecture","Dublin","Eurofins","The LIMS is fully built in-house by Eurofins teams of analysts, developers and engineers. As a Head of Architecture, your scope will be to manage a team of 20…","Dublin"
"590","Molecular Biology Supervisor","Ballina, County Mayo","Charles River Laboratories","Responsible for providing feedback on performance to analysts working on Client specific projects. Responsible for ensuring all raw data and test results…","Dublin"
"591","Senior Manager of Detection and Response (JoinOCI-Leader)","Dublin","Oracle","Deliver case and detection metric data to leadership. Manage all facets of a team of security analysts and incident handlers who provide 24/7/365 security…","Dublin"
"592","Accounts Receivable Analyst - Dutch speaking","County Cork","A+F Recruitment Ltd","Prepare & present Quarterly Credit Committee data for Global Treasury and Affiliates CFO’s. Our client, based in Cork, are a leading player in the medical field…","Dublin"
"593","IT Manager","Limerick","CareerWise Recruitment","Excellent written and verbal communication skills and effectively interact with all levels from analysts to Executive Vice President.","Dublin"
"594","Senior Salesforce Developer - Dublin","Dublin","Guidewire Software, Inc.","Experience using the Force.com data loader, ETL tools and handling data migration assignments. Expert knowledge of relational databases and data modeling…","Dublin"
"595","French and Dutch Customer Service Agent","Cork","Bespoke Recruitment","Ensure high levels of confidentiality to protect customer sensitive data. Medical Information Agent (French and Dutch)*. MS Office, Sales Force, Veeva.","Dublin"
"596","Senior Accountant, Public Sector","Kildare","Accountancy Solutions","High-level user experience of ERP financial system software, including running reports and extraction of data. Key duties and responsibilities include:","Dublin"
"597","Associate Director/Senior Manager – Business Risk","Dublin","Red Tree Recruitment","Associate Director/Senior Manager – Business Risk. Due to continued growth and on behalf of our clients we are now looking to recruit an experienced business…","Dublin"
"598","Content & Release Engineer","Dublin","Fenergo","The FenX Content & Release engineer will work closely with agile development teams, product analysts and FenX leadership to providing a key supporting function…","Dublin"
"599","Associate Manager Raw Materials","Limerick","CareerWise Recruitment","By applying for this position, you are consenting to allow CareerWise Recruitment to process and retain your data in accordance with our Privacy Policy,…","Dublin"
"600","Reseller Operations Supply Chain Account Manager (perm, with French)","Cork","Apple","Prepare partner demand data, and conduct detailed analysis to minimise forecast error. You will need strong analytical abilities, and should be able to evaluate…","Dublin"
"601","Associate Manager Chemistry","Limerick","CareerWise Recruitment","By applying for this position, you are consenting to allow CareerWise Recruitment to process and retain your data in accordance with our Privacy Policy,…","Dublin"
"602","Data Analyst - Utilities company","County Dublin","EXECUTIVE TALENT","Knowledge of data modelling, data cleansing, and data enrichment techniques. Monitor and audit data quality. Set up and maintain automated data processes.","Dublin"
"603","Cell Culture/Virology Supervisor","County Mayo","Kelly Services","Scheduling daily tasks to analyst, ensuring appropriate workload. Provide feedback on performance to analysts working on Client specific projects.","Dublin"
